"Time","Temperature","Well","OD600","Contents","pctmediashocked","bacteria","phage","phageshock","Rep","sm_od"
0,"35.9 °C","A1",0.0796,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07932
300,"36.0 °C","A1",0.0795,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07929
600,"36.2 °C","A1",0.0793,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07926
900,"36.2 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07926
1200,"36.2 °C","A1",0.0793,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07925
1500,"36.2 °C","A1",0.0793,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07924
1800,"36.2 °C","A1",0.0793,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07923
2100,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07921
2400,"36.1 °C","A1",0.0793,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07921
2700,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0792
3000,"36.1 °C","A1",0.0793,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0792
3300,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07919
3600,"36.1 °C","A1",0.0793,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07919
3900,"36.0 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07918
4200,"36.3 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07917
4500,"36.3 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07917
4800,"36.1 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07916
5100,"36.0 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07916
5400,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07915
5700,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07913
6000,"36.3 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07913
6300,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07913
6600,"36.3 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07913
6900,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07913
7200,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07915
7500,"36.2 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07915
7800,"36.0 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07915
8100,"36.2 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07915
8400,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07915
8700,"36.2 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07915
9000,"36.2 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07913
9300,"36.0 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07913
9600,"36.2 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07911
9900,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07911
10200,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0791
10500,"36.0 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07908
10800,"36.1 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07908
11100,"36.3 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07908
11400,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07907
11700,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07908
12000,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07909
12300,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07907
12600,"36.1 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07907
12900,"36.2 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07905
13200,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07905
13500,"36.1 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07905
13800,"36.1 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07906
14100,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07906
14400,"36.1 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07906
14700,"36.1 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07906
15000,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07906
15300,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07907
15600,"36.0 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07907
15900,"36.2 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07907
16200,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07907
16500,"36.2 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07909
16800,"36.2 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07907
17100,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07906
17400,"36.1 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07906
17700,"36.0 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07906
18000,"36.2 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07905
18300,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07904
18600,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07904
18900,"36.2 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07904
19200,"36.2 °C","A1",0.0792,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07904
19500,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07902
19800,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07901
20100,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07901
20400,"36.1 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.079
20700,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07898
21000,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07898
21300,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07898
21600,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07898
21900,"36.2 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07897
22200,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07897
22500,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07897
22800,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07897
23100,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07897
23401,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07898
23701,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07899
24001,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07898
24301,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07897
24601,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07897
24901,"36.1 °C","A1",0.0791,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07898
25201,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07896
25501,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07896
25801,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07896
26101,"36.0 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07895
26401,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07894
26701,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07893
27001,"36.3 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07893
27301,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07894
27601,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07893
27901,"36.3 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07892
28201,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07893
28501,"36.3 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07892
28801,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07892
29101,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07892
29401,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07891
29701,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07891
30001,"36.3 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07891
30301,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07889
30601,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07888
30901,"36.2 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07888
31201,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07886
31501,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07886
31801,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07885
32101,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07885
32401,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07886
32701,"36.0 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07886
33001,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07886
33301,"36.1 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07886
33601,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07886
33901,"36.1 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07886
34201,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07887
34501,"36.1 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07887
34801,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07887
35101,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07885
35401,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07884
35701,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07883
36001,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07882
36301,"36.1 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07882
36601,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07882
36901,"36.2 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07881
37201,"36.1 °C","A1",0.0789,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0788
37501,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07879
37801,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07878
38101,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07879
38401,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07881
38701,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0788
39001,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0788
39301,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07879
39601,"36.1 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07878
39901,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07877
40201,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07876
40501,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07876
40801,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07876
41101,"36.1 °C","A1",0.079,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07875
41401,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
41701,"36.1 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
42001,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07872
42301,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07872
42601,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
42901,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
43201,"36.3 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07874
43501,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
43801,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
44101,"36.1 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
44401,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07872
44701,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
45001,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
45301,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07873
45601,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07872
45901,"36.1 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07872
46201,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07871
46501,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07871
46801,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07871
47101,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0787
47401,"36.2 °C","A1",0.0788,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0787
47701,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07868
48001,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07868
48301,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07868
48601,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07866
48901,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07865
49201,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07865
49501,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07864
49801,"36.2 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07864
50101,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07864
50401,"36.1 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07863
50701,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07863
51001,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07862
51301,"36.3 °C","A1",0.0785,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07861
51601,"36.1 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07862
51901,"36.2 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07862
52201,"36.2 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07861
52501,"36.1 °C","A1",0.0787,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07861
52801,"36.2 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07861
53101,"36.1 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07861
53401,"36.2 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07861
53701,"36.0 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0786
54001,"36.2 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07861
54301,"36.1 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.07861
54601,"36.2 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0786
54901,"36.2 °C","A1",0.0786,"0_NA_NA_NA_A","0","NA","NA","NA","A",0.0786
0,"35.9 °C","A2",0.0796,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08246
300,"36.0 °C","A2",0.0803,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08263
600,"36.2 °C","A2",0.0829,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0828
900,"36.2 °C","A2",0.0797,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08268
1200,"36.2 °C","A2",0.0809,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0831
1500,"36.2 °C","A2",0.0866,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08311
1800,"36.2 °C","A2",0.0834,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08299
2100,"36.1 °C","A2",0.0841,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08272
2400,"36.1 °C","A2",0.0806,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08278
2700,"36.1 °C","A2",0.0865,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08281
3000,"36.1 °C","A2",0.0813,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08252
3300,"36.1 °C","A2",0.082,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08245
3600,"36.1 °C","A2",0.0817,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08275
3900,"36.0 °C","A2",0.0839,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08272
4200,"36.3 °C","A2",0.081,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08261
4500,"36.3 °C","A2",0.0854,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08251
4800,"36.1 °C","A2",0.0807,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08232
5100,"36.0 °C","A2",0.0847,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08228
5400,"36.1 °C","A2",0.0809,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08229
5700,"36.1 °C","A2",0.0836,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08223
6000,"36.3 °C","A2",0.0806,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0824
6300,"36.1 °C","A2",0.085,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08245
6600,"36.3 °C","A2",0.0814,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08249
6900,"36.1 °C","A2",0.0828,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08238
7200,"36.1 °C","A2",0.08,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08255
7500,"36.2 °C","A2",0.0835,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08262
7800,"36.0 °C","A2",0.0803,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08276
8100,"36.2 °C","A2",0.0848,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08282
8400,"36.2 °C","A2",0.0803,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08283
8700,"36.2 °C","A2",0.0853,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08279
9000,"36.2 °C","A2",0.0811,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0827
9300,"36.0 °C","A2",0.0854,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08257
9600,"36.2 °C","A2",0.0803,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08219
9900,"36.1 °C","A2",0.0845,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08245
10200,"36.1 °C","A2",0.0807,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08221
10500,"36.0 °C","A2",0.0849,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08219
10800,"36.1 °C","A2",0.0809,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08188
11100,"36.3 °C","A2",0.0849,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0819
11400,"36.1 °C","A2",0.0799,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08156
11700,"36.1 °C","A2",0.0844,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08167
12000,"36.1 °C","A2",0.0798,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08159
12300,"36.1 °C","A2",0.0816,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08159
12600,"36.1 °C","A2",0.0829,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0817
12900,"36.2 °C","A2",0.0821,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08141
13200,"36.2 °C","A2",0.0805,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08138
13500,"36.1 °C","A2",0.0818,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08136
13800,"36.1 °C","A2",0.0811,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08149
14100,"36.1 °C","A2",0.0815,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08141
14400,"36.1 °C","A2",0.081,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08155
14700,"36.1 °C","A2",0.0836,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0815
15000,"36.1 °C","A2",0.0798,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08161
15300,"36.2 °C","A2",0.0827,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08161
15600,"36.0 °C","A2",0.08,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08176
15900,"36.2 °C","A2",0.0818,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08175
16200,"36.1 °C","A2",0.0803,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08217
16500,"36.2 °C","A2",0.0831,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08221
16800,"36.2 °C","A2",0.0803,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08229
17100,"36.2 °C","A2",0.0829,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08235
17400,"36.1 °C","A2",0.0805,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08251
17700,"36.0 °C","A2",0.0847,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08249
18000,"36.2 °C","A2",0.0798,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08216
18300,"36.2 °C","A2",0.0842,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0821
18600,"36.2 °C","A2",0.0799,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08204
18900,"36.2 °C","A2",0.086,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08209
19200,"36.2 °C","A2",0.0807,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.082
19500,"36.1 °C","A2",0.0839,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08193
19800,"36.1 °C","A2",0.0809,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08196
20100,"36.1 °C","A2",0.0845,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08196
20400,"36.1 °C","A2",0.0803,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08202
20700,"36.1 °C","A2",0.0814,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08203
21000,"36.1 °C","A2",0.0792,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08225
21300,"36.2 °C","A2",0.0836,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08234
21600,"36.1 °C","A2",0.0804,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08228
21900,"36.2 °C","A2",0.0851,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08219
22200,"36.1 °C","A2",0.08,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08234
22500,"36.2 °C","A2",0.0842,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08237
22800,"36.1 °C","A2",0.0809,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08214
23100,"36.2 °C","A2",0.0851,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08197
23401,"36.1 °C","A2",0.0804,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08171
23701,"36.1 °C","A2",0.0836,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0816
24001,"36.2 °C","A2",0.0801,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08168
24301,"36.1 °C","A2",0.083,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08159
24601,"36.2 °C","A2",0.0795,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08164
24901,"36.1 °C","A2",0.0866,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08161
25201,"36.2 °C","A2",0.0803,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08131
25501,"36.2 °C","A2",0.0819,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08134
25801,"36.2 °C","A2",0.0792,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0816
26101,"36.0 °C","A2",0.0825,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.0816
26401,"36.1 °C","A2",0.0793,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08188
26701,"36.1 °C","A2",0.0844,"0_NA_NA_NA_B","0","NA","NA","NA","B",0.08199
