"Time","Temperature","Well","OD600","Contents","bact","phage","totalpfuinoc","Rep","sm_od"
46624,"37.3 °C","C7",0.54899,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.569178
46948,"37.3 °C","C7",0.54939,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.574066
47272,"37.4 °C","C7",0.55551,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.579454
47598,"37.3 °C","C7",0.56236,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.584922
47922,"37.3 °C","C7",0.5683,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.590223
48246,"37.2 °C","C7",0.57332,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.595497
48569,"37.3 °C","C7",0.5737,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.600905
48893,"37.3 °C","C7",0.58037,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.606787
49217,"37.2 °C","C7",0.58752,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.612712
49541,"37.3 °C","C7",0.59232,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.618406
49864,"37.3 °C","C7",0.59787,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.62424
50188,"37.3 °C","C7",0.60327,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.630093
50512,"37.3 °C","C7",0.61019,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.635968
50836,"37.4 °C","C7",0.61537,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.641887
51159,"37.2 °C","C7",0.62104,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.647828
51483,"37.3 °C","C7",0.6274,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.653841
51807,"37.3 °C","C7",0.63252,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.659808
52130,"37.2 °C","C7",0.63962,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.665863
52457,"37.2 °C","C7",0.64446,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.671797
52781,"37.3 °C","C7",0.65066,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.677787
53104,"37.2 °C","C7",0.6564,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.683757
53428,"37.3 °C","C7",0.66202,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.68965
53752,"37.3 °C","C7",0.66938,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.69556
54076,"37.3 °C","C7",0.67478,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.701255
54399,"37.3 °C","C7",0.68117,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.70683
54723,"37.3 °C","C7",0.68707,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.712292
55047,"37.3 °C","C7",0.69307,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.717588
55371,"37.3 °C","C7",0.69896,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.722698
55694,"37.3 °C","C7",0.70436,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.72763
56018,"37.3 °C","C7",0.71036,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.73234
56342,"37.2 °C","C7",0.71533,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.736794
56665,"37.3 °C","C7",0.72112,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.740968
56989,"37.2 °C","C7",0.72633,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.744873
57313,"37.2 °C","C7",0.73053,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.748511
57637,"37.2 °C","C7",0.73579,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.75197
57960,"37.3 °C","C7",0.74003,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.755028
58284,"37.3 °C","C7",0.74417,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.757922
58608,"37.2 °C","C7",0.74828,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.760532
58932,"37.3 °C","C7",0.75146,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.762901
59255,"37.3 °C","C7",0.7549,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.765027
59579,"37.3 °C","C7",0.75707,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.766994
59903,"37.2 °C","C7",0.76017,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.768915
60226,"37.3 °C","C7",0.76271,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.770585
60550,"37.3 °C","C7",0.76512,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.772076
60874,"37.3 °C","C7",0.76637,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.773322
61198,"37.3 °C","C7",0.76897,"PAO1_OMKO1_500_C","PAO1","OMKO1","500","C",0.774564
0,"37.0 °C","C8",0.13296,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.132268
324,"37.0 °C","C8",0.12612,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.134121
650,"37.0 °C","C8",0.12624,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.137628
974,"37.0 °C","C8",0.12709,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.142225
1298,"37.0 °C","C8",0.12791,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.147976
1622,"37.0 °C","C8",0.12909,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.155283
1945,"36.9 °C","C8",0.13161,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.164123
2269,"36.9 °C","C8",0.13547,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.174551
2593,"37.2 °C","C8",0.14031,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.186475
2916,"37.1 °C","C8",0.14588,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.199604
3240,"37.0 °C","C8",0.15149,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.213819
3564,"37.2 °C","C8",0.16119,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.229214
3889,"37.1 °C","C8",0.17221,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.245587
4212,"37.2 °C","C8",0.1846,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.262426
4536,"37.2 °C","C8",0.20098,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.279589
4860,"37.2 °C","C8",0.21749,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.296748
5184,"37.2 °C","C8",0.23589,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.313821
5507,"37.2 °C","C8",0.25471,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.330442
5831,"37.2 °C","C8",0.2716,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.346407
6155,"37.2 °C","C8",0.28803,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.361974
6479,"37.2 °C","C8",0.30544,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.376727
6802,"37.2 °C","C8",0.32492,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.390361
7126,"37.2 °C","C8",0.3406,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.402656
7450,"37.2 °C","C8",0.35623,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.414345
7774,"37.3 °C","C8",0.37257,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.425292
8098,"37.2 °C","C8",0.38822,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.435274
8421,"37.2 °C","C8",0.4021,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.444334
8745,"37.2 °C","C8",0.41436,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.452368
9069,"37.2 °C","C8",0.42727,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.459973
9393,"37.2 °C","C8",0.43556,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.467445
9716,"37.3 °C","C8",0.44178,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.474436
10040,"37.2 °C","C8",0.44787,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.483656
10364,"37.3 °C","C8",0.45749,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.493416
10687,"37.2 °C","C8",0.4657,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.501658
11011,"37.2 °C","C8",0.47239,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.509281
11335,"37.2 °C","C8",0.47882,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.522222
11659,"37.3 °C","C8",0.48244,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.52981
11982,"37.2 °C","C8",0.49041,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.543765
12306,"37.2 °C","C8",0.50199,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.55743
12630,"37.2 °C","C8",0.50547,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.568933
12954,"37.2 °C","C8",0.53398,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.572746
13277,"37.3 °C","C8",0.54547,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.574144
13601,"37.2 °C","C8",0.53991,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.570134
13925,"37.3 °C","C8",0.54193,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.582496
14249,"37.2 °C","C8",0.6018,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.582543
14572,"37.3 °C","C8",0.5547,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.571729
14896,"37.3 °C","C8",0.62199,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.574788
15220,"37.2 °C","C8",0.62706,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.567462
15543,"37.3 °C","C8",0.61702,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.552167
15867,"37.3 °C","C8",0.5436,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.548053
16191,"37.2 °C","C8",0.54796,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.54518
16515,"37.3 °C","C8",0.50537,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.545564
16838,"37.3 °C","C8",0.66353,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.554229
17162,"37.3 °C","C8",0.5424,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.532482
17486,"37.4 °C","C8",0.49366,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.528844
17810,"37.3 °C","C8",0.58529,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.536916
18133,"37.3 °C","C8",0.54873,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.524474
18457,"37.2 °C","C8",0.47411,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.529117
18781,"37.3 °C","C8",0.57588,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.531334
19104,"37.3 °C","C8",0.51487,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.531525
19428,"37.3 °C","C8",0.5518,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.527332
19752,"37.3 °C","C8",0.59202,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.527525
20076,"37.3 °C","C8",0.44606,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.510603
20399,"37.3 °C","C8",0.50602,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.508141
20723,"37.3 °C","C8",0.57438,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.495932
21047,"37.3 °C","C8",0.46087,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.482777
21370,"37.3 °C","C8",0.59516,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.484461
21694,"37.3 °C","C8",0.49628,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.466673
22018,"37.3 °C","C8",0.57779,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.462892
22342,"37.3 °C","C8",0.47294,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.444395
22665,"37.3 °C","C8",0.55373,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.444803
22989,"37.2 °C","C8",0.4228,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.433377
23313,"37.3 °C","C8",0.42144,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.42535
23636,"37.3 °C","C8",0.38393,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.425524
23960,"37.3 °C","C8",0.44283,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.424409
24284,"37.2 °C","C8",0.47771,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.419169
24608,"37.3 °C","C8",0.41728,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.411986
24931,"37.2 °C","C8",0.45847,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.409478
25255,"37.3 °C","C8",0.39282,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.403485
25579,"37.2 °C","C8",0.47702,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.402087
25903,"37.2 °C","C8",0.43947,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.389169
26227,"37.3 °C","C8",0.34253,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.381598
26551,"37.3 °C","C8",0.42318,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.384669
26874,"37.2 °C","C8",0.37278,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.37803
27198,"37.4 °C","C8",0.39043,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.384201
27522,"37.4 °C","C8",0.40588,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.383974
27845,"37.3 °C","C8",0.3922,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.381116
28169,"37.4 °C","C8",0.39854,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.385924
28493,"37.2 °C","C8",0.37884,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.384746
28817,"37.2 °C","C8",0.34784,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.385098
29140,"37.3 °C","C8",0.36376,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.387314
29464,"37.3 °C","C8",0.37324,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.392262
29788,"37.3 °C","C8",0.35679,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.3964
30112,"37.3 °C","C8",0.43449,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.402581
30435,"37.3 °C","C8",0.38816,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.397348
30759,"37.3 °C","C8",0.3773,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.402275
31083,"37.3 °C","C8",0.44028,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.405342
31406,"37.4 °C","C8",0.38676,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.402486
31730,"37.3 °C","C8",0.38236,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.407621
32054,"37.3 °C","C8",0.37,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.410707
32378,"37.3 °C","C8",0.41324,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.416438
32701,"37.4 °C","C8",0.41462,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.417965
33025,"37.3 °C","C8",0.4186,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.418781
33349,"37.3 °C","C8",0.38216,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.418574
33673,"37.3 °C","C8",0.43743,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.423699
33996,"37.3 °C","C8",0.40797,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.425175
34320,"37.3 °C","C8",0.41172,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.430506
34644,"37.3 °C","C8",0.43811,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.434806
34967,"37.3 °C","C8",0.41322,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.435893
35291,"37.3 °C","C8",0.42731,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.438398
35615,"37.3 °C","C8",0.42851,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.440034
35939,"37.3 °C","C8",0.42278,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.441036
36262,"37.3 °C","C8",0.41653,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.443552
36586,"37.3 °C","C8",0.43341,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.447311
36910,"37.3 °C","C8",0.45219,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.449516
37233,"37.2 °C","C8",0.46128,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.45097
37557,"37.3 °C","C8",0.45472,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.450828
37881,"37.3 °C","C8",0.44898,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.451236
38205,"37.3 °C","C8",0.43827,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.454245
38528,"37.3 °C","C8",0.44367,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.457256
38852,"37.3 °C","C8",0.43853,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.46001
39176,"37.3 °C","C8",0.44794,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.464303
39500,"37.3 °C","C8",0.45412,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.467715
39823,"37.3 °C","C8",0.45546,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.47121
40147,"37.3 °C","C8",0.46673,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.474321
40471,"37.3 °C","C8",0.45986,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.476849
40795,"37.4 °C","C8",0.4588,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.480555
41118,"37.4 °C","C8",0.47907,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.484761
41442,"37.3 °C","C8",0.46838,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.486933
41766,"37.3 °C","C8",0.47121,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.490437
42090,"37.3 °C","C8",0.48146,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.494198
42414,"37.3 °C","C8",0.48206,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.49752
42739,"37.3 °C","C8",0.48907,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.500948
43063,"37.3 °C","C8",0.48657,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.503949
43387,"37.4 °C","C8",0.49201,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.507541
43710,"37.4 °C","C8",0.49692,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.510986
44034,"37.3 °C","C8",0.50086,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.51424
44358,"37.3 °C","C8",0.50079,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.517524
44682,"37.3 °C","C8",0.50342,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.521209
45005,"37.2 °C","C8",0.50882,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.524936
45329,"37.3 °C","C8",0.51468,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.528568
45653,"37.3 °C","C8",0.51634,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.531936
45977,"37.2 °C","C8",0.51908,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.535528
46301,"37.3 °C","C8",0.52249,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.539314
46624,"37.3 °C","C8",0.52646,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.543128
46948,"37.3 °C","C8",0.52946,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.54707
47272,"37.4 °C","C8",0.5337,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.551208
47598,"37.3 °C","C8",0.53764,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.555364
47922,"37.3 °C","C8",0.54069,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.559522
48246,"37.2 °C","C8",0.54514,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.563834
48569,"37.3 °C","C8",0.54836,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.5681
48893,"37.3 °C","C8",0.55226,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.572452
49217,"37.2 °C","C8",0.55694,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.57683
49541,"37.3 °C","C8",0.56063,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.581212
49864,"37.3 °C","C8",0.56588,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.585607
50188,"37.3 °C","C8",0.57084,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.5901
50512,"37.3 °C","C8",0.57526,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.59446
50836,"37.4 °C","C8",0.57922,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.598812
51159,"37.2 °C","C8",0.58381,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.60315
51483,"37.3 °C","C8",0.5878,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.607463
51807,"37.3 °C","C8",0.59188,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.611869
52130,"37.2 °C","C8",0.59604,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.616347
52457,"37.2 °C","C8",0.60076,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.620762
52781,"37.3 °C","C8",0.60458,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.625105
53104,"37.2 °C","C8",0.61081,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.629463
53428,"37.3 °C","C8",0.61444,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.633574
53752,"37.3 °C","C8",0.61878,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.63763
54076,"37.3 °C","C8",0.6226,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.641691
54399,"37.3 °C","C8",0.62694,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.645695
54723,"37.3 °C","C8",0.63186,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.649618
55047,"37.3 °C","C8",0.63666,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.653385
55371,"37.3 °C","C8",0.64019,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.656979
55694,"37.3 °C","C8",0.64419,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.660487
56018,"37.3 °C","C8",0.64816,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.663872
56342,"37.2 °C","C8",0.65192,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.667007
56665,"37.3 °C","C8",0.655,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.669967
56989,"37.2 °C","C8",0.65939,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.672891
57313,"37.2 °C","C8",0.66264,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.675526
57637,"37.2 °C","C8",0.66617,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.678014
57960,"37.3 °C","C8",0.66953,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.680335
58284,"37.3 °C","C8",0.6726,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.682538
58608,"37.2 °C","C8",0.67527,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.684614
58932,"37.3 °C","C8",0.67804,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.686604
59255,"37.3 °C","C8",0.67951,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.688481
59579,"37.3 °C","C8",0.68152,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.690413
59903,"37.2 °C","C8",0.68424,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.69237
60226,"37.3 °C","C8",0.68574,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.694192
60550,"37.3 °C","C8",0.68752,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.696085
60874,"37.3 °C","C8",0.68938,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.697891
61198,"37.3 °C","C8",0.69156,"PAO1_OMKO1_500_D","PAO1","OMKO1","500","D",0.699712
0,"37.0 °C","D5",0.11783,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.114299
324,"37.0 °C","D5",0.11546,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.114923
650,"37.0 °C","D5",0.11262,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.11616
974,"37.0 °C","D5",0.11089,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.118112
1298,"37.0 °C","D5",0.1109,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.120747
1622,"37.0 °C","D5",0.11142,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.124039
1945,"36.9 °C","D5",0.11247,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.127997
2269,"36.9 °C","D5",0.11432,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.132837
2593,"37.2 °C","D5",0.11697,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.138571
2916,"37.1 °C","D5",0.12011,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.145252
3240,"37.0 °C","D5",0.12407,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.153188
3564,"37.2 °C","D5",0.12783,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.162145
3889,"37.1 °C","D5",0.13214,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.17229
4212,"37.2 °C","D5",0.13724,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.18369
4536,"37.2 °C","D5",0.14382,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.195984
4860,"37.2 °C","D5",0.151,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.209314
5184,"37.2 °C","D5",0.16087,"PAO1_OMKO1_200_A","PAO1","OMKO1","200","A",0.22412
