"Time","Temperature","Well","OD600","Contents","bact","phage","totalpfuinoc","Rep","sm_od"
0,"37.0 °C","B5",0.15826,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.168527
324,"37.0 °C","B5",0.14876,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.175769
650,"37.0 °C","B5",0.15318,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.185923
974,"37.0 °C","B5",0.1554,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.197328
1298,"37.0 °C","B5",0.15577,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.210434
1622,"37.0 °C","B5",0.16127,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.225467
1945,"36.9 °C","B5",0.167,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.241956
2269,"36.9 °C","B5",0.17841,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.259472
2593,"37.2 °C","B5",0.19554,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.277702
2916,"37.1 °C","B5",0.21168,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.295739
3240,"37.0 °C","B5",0.23068,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.31364
3564,"37.2 °C","B5",0.2503,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.331168
3889,"37.1 °C","B5",0.26723,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.348059
4212,"37.2 °C","B5",0.28646,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.364878
4536,"37.2 °C","B5",0.3061,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.381405
4860,"37.2 °C","B5",0.32616,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.397543
5184,"37.2 °C","B5",0.34216,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.413179
5507,"37.2 °C","B5",0.36071,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.428587
5831,"37.2 °C","B5",0.37591,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.443528
6155,"37.2 °C","B5",0.39069,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.45844
6479,"37.2 °C","B5",0.40596,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.473003
6802,"37.2 °C","B5",0.41921,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.487047
7126,"37.2 °C","B5",0.43542,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.500899
7450,"37.2 °C","B5",0.45173,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.513865
7774,"37.3 °C","B5",0.46748,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.526003
8098,"37.2 °C","B5",0.48252,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.537242
8421,"37.2 °C","B5",0.49624,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.54747
8745,"37.2 °C","B5",0.51012,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.557555
9069,"37.2 °C","B5",0.52503,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.56635
9393,"37.2 °C","B5",0.53632,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.574724
9716,"37.3 °C","B5",0.5464,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.584478
10040,"37.2 °C","B5",0.55773,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.593628
10364,"37.3 °C","B5",0.56508,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.601513
10687,"37.2 °C","B5",0.57311,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.610057
11011,"37.2 °C","B5",0.57987,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.619106
11335,"37.2 °C","B5",0.5848,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.627851
11659,"37.3 °C","B5",0.59709,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.638898
11982,"37.2 °C","B5",0.59807,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.648677
12306,"37.2 °C","B5",0.60877,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.660592
12630,"37.2 °C","B5",0.63386,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.667876
12954,"37.2 °C","B5",0.6379,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.674094
13277,"37.3 °C","B5",0.63658,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.684824
13601,"37.2 °C","B5",0.65052,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.692627
13925,"37.3 °C","B5",0.6636,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.697646
14249,"37.2 °C","B5",0.66732,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.709148
14572,"37.3 °C","B5",0.69527,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.706929
14896,"37.3 °C","B5",0.69488,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.722063
15220,"37.2 °C","B5",0.71722,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.727177
15543,"37.3 °C","B5",0.68161,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.739723
15867,"37.3 °C","B5",0.69604,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.744965
16191,"37.2 °C","B5",0.7452,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.743657
16515,"37.3 °C","B5",0.71461,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.732881
16838,"37.3 °C","B5",0.70071,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.724488
17162,"37.3 °C","B5",0.77862,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.721423
17486,"37.4 °C","B5",0.64513,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.710759
17810,"37.3 °C","B5",0.84661,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.71019
18133,"37.3 °C","B5",0.74602,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.686973
18457,"37.2 °C","B5",0.84268,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.675672
18781,"37.3 °C","B5",0.73403,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.658362
19104,"37.3 °C","B5",0.68296,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.651016
19428,"37.3 °C","B5",0.63744,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.651248
19752,"37.3 °C","B5",0.63068,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.650925
20076,"37.3 °C","B5",0.67006,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.637229
20399,"37.3 °C","B5",0.67198,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.626885
20723,"37.3 °C","B5",0.63944,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.60554
21047,"37.3 °C","B5",0.61444,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.584187
21370,"37.3 °C","B5",0.63301,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.57425
21694,"37.3 °C","B5",0.66958,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.566143
22018,"37.3 °C","B5",0.66057,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.555698
22342,"37.3 °C","B5",0.68528,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.545192
22665,"37.3 °C","B5",0.63421,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.524641
22989,"37.2 °C","B5",0.49372,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.508041
23313,"37.3 °C","B5",0.56662,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.519102
23636,"37.3 °C","B5",0.45853,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.531771
23960,"37.3 °C","B5",0.42591,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.542685
24284,"37.2 °C","B5",0.51507,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.556245
24608,"37.3 °C","B5",0.55194,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.545754
24931,"37.2 °C","B5",0.56513,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.535824
25255,"37.3 °C","B5",0.55551,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.529629
25579,"37.2 °C","B5",0.47977,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.528304
25903,"37.2 °C","B5",0.46821,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.534358
26227,"37.3 °C","B5",0.60433,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.541223
26551,"37.3 °C","B5",0.69331,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.534761
26874,"37.2 °C","B5",0.56767,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.521168
27198,"37.4 °C","B5",0.56151,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.524951
27522,"37.4 °C","B5",0.41016,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.51561
27845,"37.3 °C","B5",0.45264,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.522952
28169,"37.4 °C","B5",0.50318,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.547797
28493,"37.2 °C","B5",0.54226,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.55904
28817,"37.2 °C","B5",0.54031,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.56432
29140,"37.3 °C","B5",0.53686,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.566659
29464,"37.3 °C","B5",0.53971,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.561366
29788,"37.3 °C","B5",0.55738,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.561038
30112,"37.3 °C","B5",0.6055,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.561713
30435,"37.3 °C","B5",0.4681,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.562001
30759,"37.3 °C","B5",0.48358,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.563147
31083,"37.3 °C","B5",0.70109,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.575177
31406,"37.4 °C","B5",0.61561,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.554915
31730,"37.3 °C","B5",0.59506,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.543368
32054,"37.3 °C","B5",0.5637,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.534976
32378,"37.3 °C","B5",0.48393,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.531814
32701,"37.4 °C","B5",0.53643,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.53414
33025,"37.3 °C","B5",0.56413,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.541883
33349,"37.3 °C","B5",0.60838,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.540789
33673,"37.3 °C","B5",0.47956,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.539324
33996,"37.3 °C","B5",0.60388,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.54494
34320,"37.3 °C","B5",0.49847,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.538574
34644,"37.3 °C","B5",0.50014,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.544721
34967,"37.3 °C","B5",0.51114,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.555395
35291,"37.3 °C","B5",0.53208,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.553467
35615,"37.3 °C","B5",0.50719,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.552087
35939,"37.3 °C","B5",0.61386,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.550761
36262,"37.3 °C","B5",0.55319,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.549135
36586,"37.3 °C","B5",0.59373,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.544228
36910,"37.3 °C","B5",0.53572,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.538954
37233,"37.2 °C","B5",0.54022,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.537276
37557,"37.3 °C","B5",0.55994,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.538757
37881,"37.3 °C","B5",0.60688,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.551286
38205,"37.3 °C","B5",0.49186,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.54579
38528,"37.3 °C","B5",0.51828,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.546066
38852,"37.3 °C","B5",0.49393,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.547616
39176,"37.3 °C","B5",0.5976,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.553882
39500,"37.3 °C","B5",0.50412,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.554469
39823,"37.3 °C","B5",0.54099,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.559535
40147,"37.3 °C","B5",0.51894,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.560194
40471,"37.3 °C","B5",0.55503,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.568734
40795,"37.4 °C","B5",0.68523,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.572115
41118,"37.4 °C","B5",0.55192,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.566725
41442,"37.3 °C","B5",0.49462,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.576651
41766,"37.3 °C","B5",0.53378,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.586299
42090,"37.3 °C","B5",0.55659,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.596782
42414,"37.3 °C","B5",0.60347,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.609971
42739,"37.3 °C","B5",0.55478,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.611098
43063,"37.3 °C","B5",0.54758,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.616978
43387,"37.4 °C","B5",0.60434,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.628147
43710,"37.4 °C","B5",0.58884,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.633304
44034,"37.3 °C","B5",0.63133,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.636737
44358,"37.3 °C","B5",0.65118,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.634594
44682,"37.3 °C","B5",0.5911,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.631028
45005,"37.2 °C","B5",0.63861,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.635192
45329,"37.3 °C","B5",0.68848,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.635428
45653,"37.3 °C","B5",0.61474,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.630182
45977,"37.2 °C","B5",0.61358,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.632682
46301,"37.3 °C","B5",0.65927,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.634954
46624,"37.3 °C","B5",0.65591,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.6325
46948,"37.3 °C","B5",0.62317,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.634301
47272,"37.4 °C","B5",0.6099,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.638641
47598,"37.3 °C","B5",0.61552,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.639925
47922,"37.3 °C","B5",0.63274,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.642259
48246,"37.2 °C","B5",0.64097,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.643359
48569,"37.3 °C","B5",0.63602,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.64797
48893,"37.3 °C","B5",0.63974,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.654415
49217,"37.2 °C","B5",0.6363,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.657421
49541,"37.3 °C","B5",0.63473,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.658558
49864,"37.3 °C","B5",0.67392,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.660308
50188,"37.3 °C","B5",0.66657,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.653667
50512,"37.3 °C","B5",0.62274,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.650248
50836,"37.4 °C","B5",0.63886,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.651054
51159,"37.2 °C","B5",0.64374,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.652126
51483,"37.3 °C","B5",0.68708,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.652723
51807,"37.3 °C","B5",0.70047,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.646881
52130,"37.2 °C","B5",0.6698,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.638856
52457,"37.2 °C","B5",0.64767,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.63443
52781,"37.3 °C","B5",0.65223,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.631892
53104,"37.2 °C","B5",0.60751,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.630199
53428,"37.3 °C","B5",0.63238,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.631458
53752,"37.3 °C","B5",0.6308,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.629616
54076,"37.3 °C","B5",0.64958,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.628165
54399,"37.3 °C","B5",0.64971,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.624854
54723,"37.3 °C","B5",0.62866,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.622285
55047,"37.3 °C","B5",0.62022,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.621831
55371,"37.3 °C","B5",0.62554,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.62391
55694,"37.3 °C","B5",0.62229,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.625058
56018,"37.3 °C","B5",0.6353,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.624449
56342,"37.2 °C","B5",0.6201,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.62227
56665,"37.3 °C","B5",0.61396,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.623064
56989,"37.2 °C","B5",0.61629,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.624817
57313,"37.2 °C","B5",0.61647,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.62574
57637,"37.2 °C","B5",0.62402,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.626003
57960,"37.3 °C","B5",0.62412,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.625952
58284,"37.3 °C","B5",0.64101,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.624687
58608,"37.2 °C","B5",0.63702,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.621617
58932,"37.3 °C","B5",0.6162,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.619334
59255,"37.3 °C","B5",0.61351,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.620971
59579,"37.3 °C","B5",0.62804,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.622921
59903,"37.2 °C","B5",0.63149,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.623203
60226,"37.3 °C","B5",0.62552,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.621675
60550,"37.3 °C","B5",0.6191,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.620454
60874,"37.3 °C","B5",0.62351,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.620477
61198,"37.3 °C","B5",0.61147,"PAO1_OMKO1_1000_A","PAO1","OMKO1","1000","A",0.620312
0,"37.0 °C","B6",0.16388,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.170137
324,"37.0 °C","B6",0.15067,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.176599
650,"37.0 °C","B6",0.15243,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.186245
974,"37.0 °C","B6",0.15319,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.197629
1298,"37.0 °C","B6",0.15556,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.210666
1622,"37.0 °C","B6",0.16047,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.225229
1945,"36.9 °C","B6",0.16997,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.240903
2269,"36.9 °C","B6",0.18387,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.257548
2593,"37.2 °C","B6",0.19789,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.274384
2916,"37.1 °C","B6",0.21344,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.291216
3240,"37.0 °C","B6",0.2285,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.30792
3564,"37.2 °C","B6",0.24713,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.324719
3889,"37.1 °C","B6",0.26627,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.341016
4212,"37.2 °C","B6",0.28356,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.356903
4536,"37.2 °C","B6",0.30119,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.37264
4860,"37.2 °C","B6",0.31721,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.388142
5184,"37.2 °C","B6",0.33642,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.403558
5507,"37.2 °C","B6",0.35223,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.418576
5831,"37.2 °C","B6",0.36621,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.433634
6155,"37.2 °C","B6",0.38048,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.448525
6479,"37.2 °C","B6",0.39649,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.463251
6802,"37.2 °C","B6",0.4101,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.477612
7126,"37.2 °C","B6",0.42514,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.491411
7450,"37.2 °C","B6",0.44093,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.504726
7774,"37.3 °C","B6",0.45621,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.517186
8098,"37.2 °C","B6",0.47137,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.528688
8421,"37.2 °C","B6",0.4866,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.539234
8745,"37.2 °C","B6",0.50281,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.548571
9069,"37.2 °C","B6",0.51512,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.556592
9393,"37.2 °C","B6",0.52774,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.565028
9716,"37.3 °C","B6",0.5401,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.571385
10040,"37.2 °C","B6",0.54809,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.579481
10364,"37.3 °C","B6",0.55829,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.590815
10687,"37.2 °C","B6",0.56553,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.596909
11011,"37.2 °C","B6",0.57123,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.602534
11335,"37.2 °C","B6",0.57683,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.608878
11659,"37.3 °C","B6",0.57997,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.624097
11982,"37.2 °C","B6",0.58302,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.636843
12306,"37.2 °C","B6",0.59948,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.652133
12630,"37.2 °C","B6",0.59131,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.672879
12954,"37.2 °C","B6",0.62106,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.695289
13277,"37.3 °C","B6",0.66143,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.702025
13601,"37.2 °C","B6",0.61923,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.707311
13925,"37.3 °C","B6",0.62178,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.721485
14249,"37.2 °C","B6",0.63467,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.738845
14572,"37.3 °C","B6",0.72902,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.759758
14896,"37.3 °C","B6",0.70743,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.76085
15220,"37.2 °C","B6",0.73592,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.769493
15543,"37.3 °C","B6",0.80694,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.773705
15867,"37.3 °C","B6",0.81541,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.770097
16191,"37.2 °C","B6",0.68842,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.761034
16515,"37.3 °C","B6",0.71429,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.773434
16838,"37.3 °C","B6",0.76097,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.775639
17162,"37.3 °C","B6",0.79538,"PAO1_OMKO1_1000_B","PAO1","OMKO1","1000","B",0.774142
