"Time","Temperature","Well","OD600","Contents","bacteria","phage","phageshock","bactshock","mediashock","Rep","sm_od"
23696,"36.4 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08414
23996,"36.1 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08414
24296,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08416
24596,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08416
24896,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08416
25196,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08416
25496,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08415
25796,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08416
26096,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08416
26396,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
26696,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08419
26996,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0842
27296,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0842
27596,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08421
27896,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08422
28196,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08422
28496,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08422
28796,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08421
29096,"36.2 °C","E4",0.0843,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08421
29396,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0842
29696,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08421
29996,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08421
30296,"36.1 °C","E4",0.0843,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08421
30596,"36.2 °C","E4",0.0843,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0842
30896,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08419
31196,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0842
31496,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08421
31796,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08422
32096,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08423
32396,"36.2 °C","E4",0.0843,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08422
32696,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08421
32996,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0842
33296,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0842
33596,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08419
33896,"36.1 °C","E4",0.0843,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08419
34196,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
34496,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
34796,"36.1 °C","E4",0.0843,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
35096,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08417
35396,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
35696,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08419
35996,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08419
36296,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08417
36596,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
36896,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
37196,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
37496,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
37796,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08417
38096,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08417
38396,"36.3 °C","E4",0.0843,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08417
38696,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08416
38996,"36.2 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08417
39296,"36.3 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08419
39596,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08418
39896,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08417
40196,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08416
40496,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08416
40796,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08415
41096,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08415
41396,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08413
41696,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08412
41996,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08411
42296,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08411
42596,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0841
42896,"36.3 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0841
43196,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.0841
43496,"36.2 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08409
43796,"36.1 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08409
44096,"36.2 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08407
44396,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08408
44696,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08408
44996,"36.2 °C","E4",0.0842,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08407
45296,"36.2 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08405
45596,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08405
45896,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08404
46196,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08403
46496,"36.3 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08401
46796,"36.0 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08401
47096,"36.2 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.084
47396,"36.1 °C","E4",0.0841,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08398
47696,"36.2 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08397
47996,"36.3 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08397
48296,"36.3 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08396
48596,"36.2 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08395
48896,"36.3 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08394
49196,"36.2 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08394
49496,"36.4 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08394
49796,"36.1 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08394
50096,"36.1 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08393
50396,"36.1 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08393
50696,"36.2 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08391
50996,"36.1 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08388
51296,"36.1 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08388
51596,"36.2 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08388
51896,"36.1 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08388
52196,"36.2 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08386
52496,"36.2 °C","E4",0.084,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08385
52796,"36.1 °C","E4",0.0838,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08383
53096,"36.2 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08383
53396,"36.2 °C","E4",0.0838,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08382
53696,"36.1 °C","E4",0.0837,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08382
53996,"36.1 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08383
54296,"36.1 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08382
54596,"36.1 °C","E4",0.0839,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08381
54896,"36.1 °C","E4",0.0838,"PAO1_S11_180_0_0_A","PAO1","D","180","0","0","A",0.08379
0,"36.8 °C","E5",0.0844,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.084
300,"37.0 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
600,"37.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08392
900,"37.1 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08393
1200,"37.1 °C","E5",0.0841,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08392
1500,"36.8 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08389
1800,"36.6 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
2100,"36.6 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
2400,"36.6 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08387
2700,"36.6 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08386
3000,"36.5 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08385
3300,"36.4 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08385
3600,"36.5 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08385
3900,"36.5 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08383
4200,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08383
4500,"36.4 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08382
4800,"36.3 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08382
5100,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.0838
5400,"36.4 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.0838
5700,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
6000,"36.4 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
6300,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
6600,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
6900,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
7200,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08376
7500,"36.4 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
7800,"36.4 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
8100,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
8400,"36.4 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
8700,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
9000,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
9300,"36.4 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
9600,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
9900,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08379
10200,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.0838
10500,"36.1 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.0838
10800,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.0838
11100,"36.1 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08379
11400,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
11700,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08379
12000,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08379
12300,"36.4 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
12600,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08376
12900,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08375
13200,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08374
13500,"36.1 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08374
13797,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08374
14095,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08375
14395,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08376
14695,"36.1 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08375
14995,"36.1 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08375
15295,"36.2 °C","E5",0.0836,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08376
15595,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
15895,"36.1 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
16195,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
16495,"36.1 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08376
16795,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08377
17095,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
17395,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08378
17695,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08379
17995,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08381
18295,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08382
18595,"36.3 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08383
18895,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08383
19195,"36.2 °C","E5",0.0837,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08384
19495,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08386
19795,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08386
20095,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08386
20395,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08387
20696,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
20996,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
21296,"36.1 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
21596,"36.4 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08389
21896,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.0839
22196,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08389
22496,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08389
22796,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
23096,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
23396,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
23696,"36.4 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
23996,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
24296,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
24596,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.0839
24896,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08391
25196,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08392
25496,"36.2 °C","E5",0.0838,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08392
25796,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08393
26096,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08393
26396,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
26696,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
26996,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
27296,"36.1 °C","E5",0.0841,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
27596,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
27896,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
28196,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
28496,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
28796,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
29096,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
29396,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
29696,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
29996,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
30296,"36.1 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08397
30596,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08397
30896,"36.1 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08397
31196,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08397
31496,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
31796,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
32096,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
32396,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08397
32696,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
32996,"36.1 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
33296,"36.1 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
33596,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
33896,"36.1 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
34196,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
34496,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
34796,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
35096,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
35396,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
35696,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
35996,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08397
36296,"36.1 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08397
36596,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08396
36896,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
37196,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
37496,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
37796,"36.1 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08395
38096,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08394
38396,"36.3 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08393
38696,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08392
38996,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08391
39296,"36.3 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08391
39596,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08391
39896,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08391
40196,"36.2 °C","E5",0.084,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08391
40496,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.0839
40796,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.0839
41096,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08389
41396,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08389
41696,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08388
41996,"36.2 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08387
42296,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08386
42596,"36.1 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08385
42896,"36.3 °C","E5",0.0839,"PAO1_S11_180_0_0_B","PAO1","D","180","0","0","B",0.08384
