"Time","Temperature","Well","OD600","Contents","bacteria","phage","phageshock","bactshock","mediashock","Rep","sm_od"
0,"36.8 °C","A1",0.1026,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.09947
300,"37.0 °C","A1",0.1003,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.09951
600,"37.1 °C","A1",0.0978,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.10005
900,"37.1 °C","A1",0.0975,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.10115
1200,"37.1 °C","A1",0.0981,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.10256
1500,"36.8 °C","A1",0.098,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.10421
1800,"36.6 °C","A1",0.0989,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.10637
2100,"36.6 °C","A1",0.0994,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.10925
2400,"36.6 °C","A1",0.1004,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.11379
2700,"36.6 °C","A1",0.1017,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.12054
3000,"36.5 °C","A1",0.103,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.12828
3300,"36.4 °C","A1",0.1057,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.1363
3600,"36.5 °C","A1",0.1088,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.14472
3900,"36.5 °C","A1",0.1116,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.15319
4200,"36.3 °C","A1",0.1146,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.16207
4500,"36.4 °C","A1",0.1196,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.1709
4800,"36.3 °C","A1",0.1277,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.18004
5100,"36.3 °C","A1",0.1448,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.18935
5400,"36.4 °C","A1",0.1679,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.19746
5700,"36.3 °C","A1",0.1791,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.2043
6000,"36.4 °C","A1",0.1832,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.21066
6300,"36.3 °C","A1",0.1899,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.2166
6600,"36.3 °C","A1",0.1935,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.21977
6900,"36.2 °C","A1",0.2004,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.22305
7200,"36.2 °C","A1",0.2029,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.2263
7500,"36.4 °C","A1",0.211,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.22988
7800,"36.4 °C","A1",0.2208,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.23322
8100,"36.3 °C","A1",0.2259,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.23626
8400,"36.4 °C","A1",0.2363,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.2393
8700,"36.3 °C","A1",0.2427,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.24205
9000,"36.2 °C","A1",0.2426,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.2447
9300,"36.4 °C","A1",0.2216,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.24784
9600,"36.2 °C","A1",0.2263,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.25349
9900,"36.2 °C","A1",0.2329,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.25894
10200,"36.2 °C","A1",0.2387,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.26385
10500,"36.1 °C","A1",0.2444,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.26844
10800,"36.2 °C","A1",0.2512,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27284
11100,"36.1 °C","A1",0.2563,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27678
11400,"36.2 °C","A1",0.2638,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28067
11700,"36.2 °C","A1",0.2692,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28406
12000,"36.2 °C","A1",0.274,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28716
12300,"36.4 °C","A1",0.2781,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28998
12600,"36.2 °C","A1",0.2808,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.29266
12900,"36.2 °C","A1",0.282,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.29552
13200,"36.2 °C","A1",0.2846,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.29881
13500,"36.1 °C","A1",0.2884,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.30248
13797,"36.2 °C","A1",0.2906,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.30637
14095,"36.2 °C","A1",0.2952,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.31068
14395,"36.3 °C","A1",0.2977,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.31522
14695,"36.1 °C","A1",0.3002,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.32011
14995,"36.1 °C","A1",0.3022,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.32537
15295,"36.2 °C","A1",0.3049,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.33108
15595,"36.2 °C","A1",0.3094,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.33713
15895,"36.1 °C","A1",0.3149,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.34346
16195,"36.3 °C","A1",0.3213,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.34993
16495,"36.1 °C","A1",0.3273,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.35638
16795,"36.2 °C","A1",0.3337,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.36284
17095,"36.2 °C","A1",0.3406,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.36934
17395,"36.2 °C","A1",0.3466,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.37581
17695,"36.2 °C","A1",0.3528,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.38233
17995,"36.2 °C","A1",0.3593,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.38877
18295,"36.2 °C","A1",0.3654,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.39519
18595,"36.3 °C","A1",0.3727,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.40155
18895,"36.2 °C","A1",0.3796,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.40778
19195,"36.2 °C","A1",0.3858,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.41388
19495,"36.2 °C","A1",0.3919,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.41981
19795,"36.1 °C","A1",0.3987,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.42558
20095,"36.2 °C","A1",0.4053,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.43114
20395,"36.2 °C","A1",0.4118,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.43639
20696,"36.1 °C","A1",0.4172,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.44148
20996,"36.1 °C","A1",0.4235,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.44653
21296,"36.1 °C","A1",0.429,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.45119
21596,"36.4 °C","A1",0.435,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.4557
21896,"36.2 °C","A1",0.4406,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.45993
22196,"36.2 °C","A1",0.4451,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.46383
22496,"36.2 °C","A1",0.4496,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.46754
22796,"36.2 °C","A1",0.4543,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.47105
23096,"36.2 °C","A1",0.4578,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.47447
23396,"36.2 °C","A1",0.4627,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.47762
23696,"36.4 °C","A1",0.4677,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.4804
23996,"36.1 °C","A1",0.4701,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.48275
24296,"36.2 °C","A1",0.4741,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.48489
24596,"36.1 °C","A1",0.4773,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.48615
24896,"36.2 °C","A1",0.4796,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.48459
25196,"36.2 °C","A1",0.4822,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.48066
25496,"36.2 °C","A1",0.4847,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.47583
25796,"36.2 °C","A1",0.4885,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.47237
26096,"36.1 °C","A1",0.4893,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.46866
26396,"36.2 °C","A1",0.4905,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.465
26696,"36.2 °C","A1",0.4912,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.46162
26996,"36.1 °C","A1",0.4915,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.4582
27296,"36.1 °C","A1",0.4867,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.45426
27596,"36.2 °C","A1",0.4617,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.45057
27896,"36.2 °C","A1",0.4403,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.44901
28196,"36.2 °C","A1",0.4339,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.44951
28496,"36.2 °C","A1",0.4501,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.45028
28796,"36.1 °C","A1",0.4514,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.44913
29096,"36.2 °C","A1",0.4527,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.44753
29396,"36.2 °C","A1",0.4567,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.44543
29696,"36.2 °C","A1",0.457,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.44254
29996,"36.1 °C","A1",0.4521,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.43917
30296,"36.1 °C","A1",0.4498,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.43601
30596,"36.2 °C","A1",0.4461,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.43288
30896,"36.1 °C","A1",0.4453,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.42968
31196,"36.2 °C","A1",0.4416,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.42637
31496,"36.1 °C","A1",0.4386,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.42304
31796,"36.2 °C","A1",0.4354,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.41957
32096,"36.2 °C","A1",0.4317,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.41615
32396,"36.2 °C","A1",0.4278,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.41281
32696,"36.2 °C","A1",0.4233,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.40962
32996,"36.1 °C","A1",0.4205,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.4066
33296,"36.1 °C","A1",0.4185,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.40348
33596,"36.2 °C","A1",0.4141,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.40028
33896,"36.1 °C","A1",0.4122,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.39715
34196,"36.2 °C","A1",0.4083,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.39397
34496,"36.2 °C","A1",0.4039,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.39105
34796,"36.1 °C","A1",0.4012,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.38818
35096,"36.2 °C","A1",0.3983,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.38525
35396,"36.1 °C","A1",0.3959,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.38236
35696,"36.1 °C","A1",0.3931,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.37959
35996,"36.2 °C","A1",0.3893,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.37679
36296,"36.1 °C","A1",0.3865,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.37418
36596,"36.2 °C","A1",0.3828,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.37162
36896,"36.2 °C","A1",0.3804,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.36927
37196,"36.2 °C","A1",0.3791,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.36692
37496,"36.2 °C","A1",0.3752,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.36443
37796,"36.1 °C","A1",0.3719,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.36208
38096,"36.2 °C","A1",0.3694,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.35993
38396,"36.3 °C","A1",0.3682,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.35772
38696,"36.2 °C","A1",0.3651,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.35539
38996,"36.2 °C","A1",0.3632,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.35325
39296,"36.3 °C","A1",0.3609,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.35105
39596,"36.2 °C","A1",0.3593,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.34891
39896,"36.2 °C","A1",0.3569,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.34671
40196,"36.2 °C","A1",0.3542,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.34452
40496,"36.1 °C","A1",0.3517,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.34243
40796,"36.1 °C","A1",0.3504,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.34039
41096,"36.1 °C","A1",0.3473,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.33831
41396,"36.2 °C","A1",0.3449,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.33633
41696,"36.2 °C","A1",0.3437,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.33445
41996,"36.2 °C","A1",0.3412,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.3325
42296,"36.1 °C","A1",0.3395,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.33055
42596,"36.1 °C","A1",0.3373,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.32852
42896,"36.3 °C","A1",0.335,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.32658
43196,"36.2 °C","A1",0.3333,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.32468
43496,"36.2 °C","A1",0.3313,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.32277
43796,"36.1 °C","A1",0.3296,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.32086
44096,"36.2 °C","A1",0.3275,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.3189
44396,"36.1 °C","A1",0.3261,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.31699
44696,"36.2 °C","A1",0.3242,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.31508
44996,"36.2 °C","A1",0.3217,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.31317
45296,"36.2 °C","A1",0.3192,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.31136
45596,"36.1 °C","A1",0.3179,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.30963
45896,"36.1 °C","A1",0.316,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.3079
46196,"36.2 °C","A1",0.3142,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.30617
46496,"36.3 °C","A1",0.3122,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.30447
46796,"36.0 °C","A1",0.31,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.30274
47096,"36.2 °C","A1",0.3084,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.30107
47396,"36.1 °C","A1",0.307,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.2995
47696,"36.2 °C","A1",0.3051,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.2978
47996,"36.3 °C","A1",0.3036,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.29622
48296,"36.3 °C","A1",0.3019,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.2947
48596,"36.2 °C","A1",0.3006,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.29326
48896,"36.3 °C","A1",0.2987,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.29182
49196,"36.2 °C","A1",0.2972,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.29043
49496,"36.4 °C","A1",0.2949,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28906
49796,"36.1 °C","A1",0.2933,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28777
50096,"36.1 °C","A1",0.2927,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28645
50396,"36.1 °C","A1",0.29,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28513
50696,"36.2 °C","A1",0.2893,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28399
50996,"36.1 °C","A1",0.2884,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28275
51296,"36.1 °C","A1",0.2875,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.28154
51596,"36.2 °C","A1",0.2862,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.2803
51896,"36.1 °C","A1",0.2848,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27906
52196,"36.2 °C","A1",0.2835,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27781
52496,"36.2 °C","A1",0.282,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27661
52796,"36.1 °C","A1",0.2801,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27555
53096,"36.2 °C","A1",0.2795,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27458
53396,"36.2 °C","A1",0.2786,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27364
53696,"36.1 °C","A1",0.2769,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27272
53996,"36.1 °C","A1",0.2763,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27197
54296,"36.1 °C","A1",0.2751,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27122
54596,"36.1 °C","A1",0.2738,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27053
54896,"36.1 °C","A1",0.2723,"PAO1_S3_0_0_0_A","PAO1","B","0","0","0","A",0.27003
0,"36.8 °C","A2",0.1009,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.09855
300,"37.0 °C","A2",0.0999,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.09867
600,"37.1 °C","A2",0.0972,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.09899
900,"37.1 °C","A2",0.0971,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.09996
1200,"37.1 °C","A2",0.0975,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.1013
1500,"36.8 °C","A2",0.0973,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.1029
1800,"36.6 °C","A2",0.098,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.10504
2100,"36.6 °C","A2",0.0983,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.10784
2400,"36.6 °C","A2",0.0989,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.11205
2700,"36.6 °C","A2",0.1004,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.11675
3000,"36.5 °C","A2",0.1021,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.12172
3300,"36.4 °C","A2",0.1031,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.12686
3600,"36.5 °C","A2",0.1069,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.1323
3900,"36.5 °C","A2",0.1105,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.13759
4200,"36.3 °C","A2",0.1135,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.14324
4500,"36.4 °C","A2",0.1187,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.14905
4800,"36.3 °C","A2",0.126,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.15512
5100,"36.3 °C","A2",0.1404,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.16138
5400,"36.4 °C","A2",0.1459,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.1663
5700,"36.3 °C","A2",0.1501,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.17147
6000,"36.4 °C","A2",0.1535,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.17714
6300,"36.3 °C","A2",0.1575,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.18314
6600,"36.3 °C","A2",0.1598,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.18932
6900,"36.2 °C","A2",0.167,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.19591
7200,"36.2 °C","A2",0.1716,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.20233
7500,"36.4 °C","A2",0.1794,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.20882
7800,"36.4 °C","A2",0.1886,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.21507
8100,"36.3 °C","A2",0.1896,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.22117
8400,"36.4 °C","A2",0.1976,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.22739
8700,"36.3 °C","A2",0.2068,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.23359
9000,"36.2 °C","A2",0.2135,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.23946
9300,"36.4 °C","A2",0.2193,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.24487
9600,"36.2 °C","A2",0.2257,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.25019
9900,"36.2 °C","A2",0.2312,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.25509
10200,"36.2 °C","A2",0.2365,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.25948
10500,"36.1 °C","A2",0.2419,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.26341
10800,"36.2 °C","A2",0.2496,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.26716
11100,"36.1 °C","A2",0.2518,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27015
11400,"36.2 °C","A2",0.2596,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27361
11700,"36.2 °C","A2",0.2655,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.2764
12000,"36.2 °C","A2",0.2676,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.27888
12300,"36.4 °C","A2",0.2725,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28156
12600,"36.2 °C","A2",0.2747,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28412
12900,"36.2 °C","A2",0.2751,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.28696
13200,"36.2 °C","A2",0.2758,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.29022
13500,"36.1 °C","A2",0.2794,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.29398
13797,"36.2 °C","A2",0.2795,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.29795
14095,"36.2 °C","A2",0.2864,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.30252
14395,"36.3 °C","A2",0.2875,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.30703
14695,"36.1 °C","A2",0.2903,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.31198
14995,"36.1 °C","A2",0.2944,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.31723
15295,"36.2 °C","A2",0.2981,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.32278
15595,"36.2 °C","A2",0.3031,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.32858
15895,"36.1 °C","A2",0.3077,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.33459
16195,"36.3 °C","A2",0.3134,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.34071
16495,"36.1 °C","A2",0.3191,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.34695
16795,"36.2 °C","A2",0.3252,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.35326
17095,"36.2 °C","A2",0.3315,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.35959
17395,"36.2 °C","A2",0.337,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.36598
17695,"36.2 °C","A2",0.3428,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.37248
17995,"36.2 °C","A2",0.3499,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.37898
18295,"36.2 °C","A2",0.3561,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.38539
18595,"36.3 °C","A2",0.3632,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.39173
18895,"36.2 °C","A2",0.3689,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.39798
19195,"36.2 °C","A2",0.3758,"PAO1_S3_0_0_0_B","PAO1","B","0","0","0","B",0.40408
